Question ID,Category,Topic,Ref #,Question (FI),Question (EN),Option A (FI),Option A (EN),Option B (FI),Option B (EN),Option C (FI),Option C (EN),Correct (A/B/C),Focus words (FI),Focus words (EN),Positive clues (FI),Positive clues (EN),Negative clues (FI),Negative clues (EN),Explanation (EN),Difficulty,Tags,Status,Reviewer notes
Q109,Special Passenger Needs,Liikuntarajoitteinen / avustaja,M44,"Mikä seuraavista on oikea tapa toimia, kun taksin asiakkaana on toimintarajoitteinen avustettava henkilö?",Which of the following is the correct way to act when the taxi customer is a person with functional limitations who needs assistance?,"Taksinkuljettajan vastuu asiakkaasta päättyy heti, kun asiakas on avustettu ulos autosta hoitolaitoksen pihassa.",The driver's responsibility for the customer ends as soon as the customer has been helped out of the car in the care facility's yard.,"Taksinkuljettajan tulee varmistua, että asiakas pääsee sisälle hoitolaitokseen ja hoitohenkilökunta ottaa vastaan asiakkaan.",The driver must make sure the customer gets inside the care facility and the care staff receive the customer.,"Taksinkuljettajan tulee varmistua, että asiakas pääsee sisälle hoitolaitokseen, ja myös huolehtia asiakkaan ulkovaatteiden riisumisesta.",The driver must make sure the customer gets inside the care facility and also take care of removing the customer's outdoor clothes.,B,toimintarajoitteinen avustettava henkilö,a person with functional limitations who needs assistance,pääsee sisälle hoitolaitokseen; hoitohenkilökunta ottaa vastaan,gets inside the care facility; the care staff receive the customer,"vastuu asiakkaasta päättyy heti, kun asiakas on avustettu ulos autosta; huolehtia asiakkaan ulkovaatteiden riisumisesta",responsibility ends as soon as the customer is helped out of the car; removing the customer's outdoor clothes,The driver must ensure the customer reaches the care staff inside the facility (B). Stopping in the yard (A) is insufficient; removing clothing (C) is not the driver's duty.,Medium,assisted transport; care facility; duty of care,ai-draft,
Q110,Special Passenger Needs,Näkövammainen / opaskoira,M45,Mikä seuraavista on paras tapa toimia kohdatessasi näkövammaisen asiakkaan?,Which is the best way to act when you meet a visually impaired customer?,Puhua hiukan normaalia puheääntä kovemmalla äänellä.,Speak a little louder than your normal speaking voice.,Ottaa asiakasta olkapäästä kiinni ja avustaa hänet autoon kevyesti työntäen.,Take the customer by the shoulder and help them into the car with a gentle push.,"Kysyä asiakkaalta, miten häntä voi parhaiten auttaa, ja kertoa, missä suunnassa ajoneuvo on.",Ask the customer how you can best help them and tell them which direction the vehicle is in.,C,näkövammaisen asiakkaan,a visually impaired customer,"Kysyä asiakkaalta, miten häntä voi parhaiten auttaa; missä suunnassa ajoneuvo on",ask the customer how to best help them; which direction the vehicle is in,kovemmalla äänellä; kevyesti työntäen,louder voice; with a gentle push,Ask first and orient the customer to the vehicle's location (C). Visual impairment does not affect hearing so a louder voice (A) is unnecessary; pushing without consent (B) is inappropriate.,Easy,visually impaired; ask first; orientation,ai-draft,
Q111,Special Passenger Needs,Näkövammainen / opaskoira,M47,"Mikä seuraavista on oikea kuljettajan toimintatapa, kun taksiin on tulossa näkövammainen asiakas?",Which of the following is the correct driver approach when a visually impaired customer is about to board the taxi?,"Kysyä asiakkaalta, miten häntä voi parhaiten auttaa, ja kertoa, missä suunnassa ajoneuvo on.",Ask the customer how you can best help them and tell them which direction the vehicle is in.,"Kysyä asiakkaalta, kuinka kovalla äänellä hänelle tulee kommunikoida.",Ask the customer how loudly you should communicate with them.,Kuljettajan tehtäviin ei kuulu asiakkaan erityistarpeiden huomioiminen.,It is not part of the driver's duties to take the customer's special needs into account.,A,näkövammainen asiakas,a visually impaired customer,miten häntä voi parhaiten auttaa; missä suunnassa ajoneuvo on,how to best help them; which direction the vehicle is in,kuinka kovalla äänellä; ei kuulu asiakkaan erityistarpeiden huomioiminen,how loudly; not part of the driver's duties to consider special needs,Ask how to help and orient the customer to the vehicle (A). Asking about volume (B) confuses visual and hearing impairment; ignoring special needs (C) is wrong.,Easy,visually impaired; ask first; orientation,ai-draft,
Q112,Special Passenger Needs,Näkövammainen / opaskoira,M60,"Mikä seuraavista on oikea kuljettajan toimintatapa, kun taksiin on tulossa näkövammainen asiakas?",Which of the following is the correct driver approach when a visually impaired customer is about to board the taxi?,"Kysyä asiakkaalta, miten häntä voi parhaiten auttaa, ja kertoa, missä suunnassa ajoneuvo on.",Ask the customer how you can best help them and tell them which direction the vehicle is in.,"Kysyä asiakkaalta, kuinka kovalla äänellä hänen kanssaan tulee kommunikoida.",Ask the customer how loudly you should communicate with them.,Kuljettajan tehtäviin ei kuulu asiakkaan erityistarpeiden huomioiminen.,It is not part of the driver's duties to take the customer's special needs into account.,A,näkövammainen asiakas,a visually impaired customer,miten häntä voi parhaiten auttaa; missä suunnassa ajoneuvo on,how to best help them; which direction the vehicle is in,kuinka kovalla äänellä; ei kuulu asiakkaan erityistarpeiden huomioiminen,how loudly; not part of the driver's duties,Ask how to help and give direction to the vehicle (A).,Easy,visually impaired; ask first; orientation,ai-draft,
Q113,Special Passenger Needs,Liikuntarajoitteinen / avustaja,M64,"Kyydissäsi on liikuntarajoitteinen asiakas. Hän aikoo järjestää illalla juhlat, joihin hän tarvitsisi kaksi pulloa viiniä. Asiakas pyytää sinua hakemaan kaksi pulloa Alkosta, koska liikkuminen on hänelle hankalaa. Mitä vastaat asiakkaan pyyntöön?",You have a customer with limited mobility. They are planning a party tonight for which they need two bottles of wine. The customer asks you to fetch two bottles from Alko because moving around is difficult for them. How do you respond?,"""Valitettavasti laki kieltää minua hakemasta alkoholia asiakkaille.""","""Unfortunately the law prevents me from fetching alcohol for customers.""","""Tottahan toki voin hakea ne. Mutta älä ihmettele, jos Alkon myyjä tulee tarkistamaan autoon, kenelle juomat tulevat. Joudun kertomaan, etten osta alkoholia itselleni, vaan taksissa odottavalle asiakkaalle.""","""Of course I can get them. But don't be surprised if an Alko staff member comes to the car to check who the drinks are for. I'll have to tell them I'm not buying for myself but for a customer waiting in the taxi.""","""Tottahan toki voin hakea, mutta sinun täytyy kirjoittaa minulle kirjallinen valtakirja, jossa valtuutat minut hakemaan juomat itsellesi.""","""Of course I can get them, but you must write me a written power of attorney authorising me to fetch the drinks for you.""",A,liikuntarajoitteinen asiakas; hakemaan kaksi pulloa Alkosta,a customer with limited mobility; fetch alcohol from Alko,laki kieltää minua hakemasta alkoholia asiakkaille,the law prevents me from fetching alcohol for customers,Tottahan toki voin hakea; kirjallinen valtakirja,of course I can get them; a written power of attorney,A taxi driver is legally prohibited from purchasing alcohol on behalf of a customer (A). Agreeing to fetch it (B) and requiring a power of attorney (C) are both incorrect.,Medium,alcohol; legal prohibition; customer request,ai-draft,
Q114,Special Passenger Needs,Kela / vakiotaksi,M98,Missä taksikuljetuksissa vaatimuksena on alkolukon käyttö?,In which taxi transport types is an alcolock required?,Ennakkoon tilatuissa kuljetuksissa.,In advance-booked transport.,Kunnan tilaamissa koulu- tai päivähoitokuljetuksissa.,In municipally ordered school or daycare transport.,Vakiotaksikuljetuksissa.,In regular-taxi transport.,B,alkolukon käyttö,alcolock use,koulu- tai päivähoitokuljetuksissa,school or daycare transport,Ennakkoon tilatuissa kuljetuksissa; Vakiotaksikuljetuksissa,advance-booked transport; regular-taxi transport,An alcolock is required only for municipally ordered school and daycare transport (B). Pre-booking (A) and regular-taxi status (C) are not triggers.,Easy,alcolock; school transport,ai-draft,
Q115,Special Passenger Needs,Näkövammainen / opaskoira,P18,Taksi mahdollistaa näkövammaisten asiakkaiden sujuvan liikkumisen. Myös sinun taksisi kyytiin tulee todennäköisesti joskus näkövammaisia asiakkaita. Joskus näkövammaisilla asiakkailla on mukana opaskoira. Mitä sinun on hyvä muistaa opaskoirasta?,Taxis enable smooth mobility for visually impaired customers. Your taxi will also likely carry visually impaired customers at some point — sometimes with a guide dog. What is good to remember about the guide dog?,Opaskoiraa tulee aina rapsuttaa kiitokseksi hyvin tehdystä työstä.,You should always pet the guide dog as a reward for a job well done.,Opaskoira istuu joko asiakkaan jalkatilassa tai tavaratilassa.,The guide dog sits either in the passenger footwell or the luggage area.,Opaskoira istuu aina takapenkillä.,The guide dog always sits in the back seat.,B,opaskoira,guide dog,asiakkaan jalkatilassa tai tavaratilassa,the passenger footwell or the luggage area,rapsuttaa kiitokseksi; istuu aina takapenkillä,pet as a reward; always sits in the back seat,"The guide dog travels in the footwell or luggage area (B). Never pet a working guide dog (A); it can sit in various positions, not exclusively on the back seat (C).",Easy,guide dog; footwell; visually impaired,ai-draft,
Q116,Special Passenger Needs,Liikuntarajoitteinen / avustaja,P20,"Miten tulee toimia, kun liikuntavammaisella asiakkaalla on avustaja ja runsaasti matkatavaroita mukanaan?",How should you act when a customer with a physical disability has an assistant and a lot of luggage?,"Avustajan vastuulla on huolehtia matkatavaroiden lastaamisesta ja purkamisesta, sillä välin kun kuljettaja avustaa asiakasta.",The assistant is responsible for loading and unloading the luggage while the driver assists the customer.,"Avustaja avustaa matkustajaa kaikessa ja kuljettaja odottaa paikallaan, koska hänellä ei ole mitään tehtävää.",The assistant helps the passenger with everything and the driver waits in place because they have nothing to do.,Kuljettaja avustaa asiakkaan ajoneuvoon ja huolehtii matkatavaroiden turvallisesta lastaamisesta ja purkamisesta.,The driver assists the customer into the vehicle and takes care of safely loading and unloading the luggage.,C,liikuntavammaisella asiakkaalla; avustaja; runsaasti matkatavaroita,a customer with a physical disability; an assistant; a lot of luggage,Kuljettaja avustaa asiakkaan ajoneuvoon; huolehtia matkatavaroiden lastaamisesta ja purkamisesta,the driver assists the customer into the vehicle; takes care of loading and unloading the luggage,Avustajan vastuulla on huolehtia matkatavar; kuljettaja odottaa paikallaan,the assistant's responsibility is the luggage; the driver waits in place,"The driver's duties are to assist the customer aboard and handle the luggage (C), regardless of the assistant. The assistant is there to support the customer, not to substitute for the driver's transport duties.",Medium,disability; luggage; driver duty; assistant,ai-draft,
Q117,Special Passenger Needs,Näkövammainen / opaskoira,P26,"Uudella työnantajallasi on paljon näkövammaisia asiakkaita. Ensimmäinen asiakkaasi on 48-vuotias Elmeri, joka on näkövammainen. Mitä sinun tulee muistaa näkövammaisten asiakaspalvelusta?","Your new employer has many visually impaired customers. Your first customer is 48-year-old Elmeri, who is visually impaired. What must you remember about serving visually impaired customers?",Näkövammaista palvellessa tulee muistaa puhua hiukan normaalia äänellä.,"When serving a visually impaired person, remember to speak at a normal volume.","Kuljettajan on hyvä kysyä asiakkaalta, miten häntä voi auttaa, ja kertoa sanallisesti sijainnista ja muista oleellisista asioista.",It is good for the driver to ask the customer how they can be helped and to describe the location and other relevant matters verbally.,Kuljettajan tehtäviin ei kuulu asiakkaan erityistarpeiden huomioiminen.,It is not part of the driver's duties to take the customer's special needs into account.,B,näkövammaisten asiakaspalvelusta,serving visually impaired customers,"kysyä asiakkaalta, miten häntä voi auttaa; kertoa sanallisesti sijainnista",ask the customer how to help them; describe the location verbally,puhua hiukan normaalia äänellä; ei kuulu asiakkaan erityistarpeiden huomioiminen,speak at a normal volume; not part of duties to consider special needs,Ask how to help and give verbal orientation (B). Volume is irrelevant for visual impairment (A); ignoring special needs entirely (C) is wrong.,Easy,visually impaired; ask first; verbal orientation,ai-draft,
Q118,Special Passenger Needs,Liikuntarajoitteinen / avustaja,P27,Liikuntavammaisella asiakkaalla saattaa olla mukanaan avustaja. Miten toimit tällöin?,A customer with a physical disability may have an assistant with them. How do you act in this case?,Keskustelen aina vain avustajan kanssa.,I always talk only with the assistant.,Keskustelen aina asiakkaan kanssa.,I always talk with the customer.,"Pyydän kirjalliset ohjeet siitä, miten tulee toimia.",I ask for written instructions on how to act.,B,avustaja,assistant,Keskustelen aina asiakkaan kanssa,I always talk with the customer,Keskustelen aina vain avustajan kanssa; Pyydän kirjalliset ohjeet,I always talk only with the assistant; I ask for written instructions,Always address the customer directly (B). Talking only to the assistant (A) is disrespectful; written instructions (C) are unnecessary.,Easy,disability; communication; assistant; respect,ai-draft,
